"Razão Social (Registro ANS)";"Cobertura";"Porte";"Classificação no Mês";"Classificação no Mês Anterior";"Fev/20";"Jan/20";"Dez/19";"Nov/19";"Out/19";"Set/19";"Ago/19";"Jul/19";"Jun/19";"Mai/19";"Abr/19";"Mar/19";"Competência";"Data de atualização"
"ORTOVIDE CLÍNICA ORTODÔNTICA LTDA (416665)";"Odontológica";"Pequeno";"10";"13";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202002";"26/03/2020 09:14:21"
"O.S ODONTOLÓGICA LTDA. (404365)";"Odontológica";"Pequeno";"10";"13";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202002";"26/03/2020 09:14:21"
"PARRA ODONTOLOGIA LTDA (415782)";"Odontológica";"Pequeno";"10";"13";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202002";"26/03/2020 09:14:21"
"PLANET LIFE CONVENIOS ODONTOLÓGICOS S/S LTDA (418064)";"Odontológica";"Pequeno";"10";"13";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202002";"26/03/2020 09:14:21"
"PLANO DE ASSISTÊNCIA ODONTOLÓGICA FAUCHARD LTDA. ME (417106)";"Odontológica";"Médio";"4";"4";"   0,64";"   0,65";"   0,33";"   0,66";"   0,67";"   0,68";"   0,68";"   0,68";"   0,34";"0,00";"   0,35";"   0,68";"202002";"26/03/2020 09:14:21"
"PLANO ODONTOLÓGICO DENTALVIDAS LTDA. (415936)";"Odontológica";"Pequeno";"10";"13";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202002";"26/03/2020 09:14:21"
"PLANO VIDA SAUDE SERVIÇOS ODONTOLOGICOS LTDA (415987)";"Odontológica";"Médio";"6";"5";"   0,49";"   0,50";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202002";"26/03/2020 09:14:21"
"PLANODENTE LTDA. (416517)";"Odontológica";"Pequeno";"10";"13";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202002";"26/03/2020 09:14:21"
"PLANODONT SERVIÇOS ODONTOLÓGICOS LTDA (418366)";"Odontológica";"Pequeno";"10";"13";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202002";"26/03/2020 09:14:21"
"PLENODONTO ASSISTÊNCIA ODONTOLÓGICA S/C LTDA. (403458)";"Odontológica";"Pequeno";"10";"13";"0,00";"0,00";"   0,75";"   0,75";"   0,74";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202002";"26/03/2020 09:14:21"
"PREST ODONTO LTDA (384844)";"Odontológica";"Pequeno";"10";"13";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202002";"26/03/2020 09:14:21"
"PREV  ASSISTÊNCIA ODONTOLÓGICA - EIRELI (335410)";"Odontológica";"Pequeno";"10";"13";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202002";"26/03/2020 09:14:21"
"PREVIDENT ASSISTÊNCIA ODONTOLÓGICA LTDA. (374440)";"Odontológica";"Médio";"1";"2";"   1,43";"   1,24";"   0,98";"   1,31";"   1,09";"   1,08";"   1,24";"   2,92";"   3,32";"   3,76";"   3,33";"   3,85";"202002";"26/03/2020 09:14:21"
"PREVINA ODONTOLOGIA LTDA (403636)";"Odontológica";"Pequeno";"10";"13";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202002";"26/03/2020 09:14:21"
"PREVODOCTOR  ASSISTÊNCIA ODONTOLÓGICA LTDA. (412830)";"Odontológica";"Pequeno";"10";"13";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202002";"26/03/2020 09:14:21"
"PREV-SYSTEM EIRELI EPP (401609)";"Odontológica";"Pequeno";"10";"13";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202002";"26/03/2020 09:14:21"
"PRIMA VIDA ODONTOLOGIA DE GRUPO LIMITADA (416525)";"Odontológica";"Grande";"1";"1";"   0,74";"   0,70";"   0,63";"   0,79";"   0,72";"   0,73";"   0,64";"   0,81";"   0,73";"   0,84";"   0,67";"   0,51";"202002";"26/03/2020 09:14:21"
"PRÓ ODONTO ASSISTENCIA ODONTOLOGICA LTDA (400106)";"Odontológica";"Pequeno";"10";"13";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202002";"26/03/2020 09:14:21"
"PRODENT - ASSISTÊNCIA ODONTOLÓGICA LTDA. (380041)";"Odontológica";"Grande";"4";"2";"   0,44";"   0,52";"   0,49";"   0,51";"   0,54";"   0,65";"   0,58";"   0,53";"   0,47";"   0,64";"   0,62";"   0,46";"202002";"26/03/2020 09:14:21"
"PROI - PLANO RACIONAL DE ODONTOLOGIA INTEGRAL  LTDA. (411728)";"Odontológica";"Pequeno";"10";"13";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202002";"26/03/2020 09:14:21"
"PRUDENT PLANOS ODONTOLOGICOS S/S LTDA (416151)";"Odontológica";"Pequeno";"10";"13";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202002";"26/03/2020 09:14:21"
"QUALIDONTO - QUALIDADE EM ODONTOLOGIA LTDA ME (417131)";"Odontológica";"Pequeno";"10";"13";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"   0,71";"   0,70";"   0,70";"0,00";"0,00";"0,00";"202002";"26/03/2020 09:14:21"
"REDE DENTAL OPERADORA DE PLANOS ODONTOLÓGICOS LTDA (412350)";"Odontológica";"Pequeno";"10";"13";"0,00";"0,00";"0,00";"0,00";"0,00";"   1,33";"   1,30";"   1,26";"0,00";"0,00";"0,00";"0,00";"202002";"26/03/2020 09:14:21"
"RIBERDENTE SERVIÇOS ODONTOLÓGICOS S/S LTDA (417149)";"Odontológica";"Pequeno";"10";"13";"0,00";"0,00";"0,00";"0,00";"  45,80";"  45,59";"  45,39";"0,00";"0,00";"0,00";"0,00";"0,00";"202002";"26/03/2020 09:14:21"
"RODRIGUES LEIRA ODONTOLOGIA LTDA. (415243)";"Odontológica";"Pequeno";"10";"13";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202002";"26/03/2020 09:14:21"
"ROPE ODONTOLOGIA ESPECIALIZADA S/S LTDA. (415821)";"Odontológica";"Pequeno";"10";"13";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202002";"26/03/2020 09:14:21"
"S & M ODONTOLOGIA INTEGRADA LTDA (414727)";"Odontológica";"Pequeno";"10";"13";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202002";"26/03/2020 09:14:21"
"S SHIMODA ASSISTENCIA ODONTOLOGICA S/S LTDA (416380)";"Odontológica";"Pequeno";"10";"13";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"   7,23";"202002";"26/03/2020 09:14:21"
"SÃO FRANCISCO ODONTOLOGIA LIMITADA (365319)";"Odontológica";"Grande";"11";"11";"   0,17";"   0,17";"   0,17";"   0,19";"   0,26";"   0,29";"   0,26";"   0,19";"   0,14";"   0,16";"   0,21";"   0,28";"202002";"26/03/2020 09:14:21"
"SEMPRE ODONTO PLANOS ODONTOLOGICOS LTDA (414654)";"Odontológica";"Grande";"17";"13";"0,00";"   0,16";"   0,25";"   0,50";"   0,33";"   0,33";"   0,09";"   0,18";"   0,09";"   0,19";"   0,10";"   0,29";"202002";"26/03/2020 09:14:21"
"SERVDONTO - PLANO DE ASSISTÊNCIA ODONTOLÓGICA LTDA ME. (414701)";"Odontológica";"Médio";"10";"9";"   0,30";"   0,30";"   0,30";"   0,15";"   0,15";"   0,15";"   0,31";"   0,15";"   0,15";"0,00";"0,00";"0,00";"202002";"26/03/2020 09:14:21"
"SERVIÇO DE ASSISTÊNCIA ODONTOLÓGICA SOCIAL LTDA. (324710)";"Odontológica";"Pequeno";"10";"13";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202002";"26/03/2020 09:14:21"
"SISDENTE - SISTEMA INTEGRADO DE SAÚDE DENTAL LTDA. (344095)";"Odontológica";"Pequeno";"10";"13";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202002";"26/03/2020 09:14:21"
"SISTEMA INTEGRADO DE SAUDE ORAL LTDA-EPP (403865)";"Odontológica";"Pequeno";"10";"13";"0,00";"0,00";"0,00";"   2,62";"   2,65";"   2,70";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202002";"26/03/2020 09:14:21"
"SISTEMA PREVSAUDE LTDA (333239)";"Odontológica";"Pequeno";"10";"13";"0,00";"0,00";"0,00";"   0,93";"   0,93";"   1,87";"   0,94";"   0,94";"0,00";"   0,94";"   0,94";"   0,94";"202002";"26/03/2020 09:14:21"
"SISTEMA 1 SERVIÇOS DE ASSISTÊNCIA À SAÚDE SUPLEMENTAR (418790)";"Odontológica";"Pequeno";"10";"13";"0,00";"0,00";"0,00";"0,00";"   1,37";"   1,37";"   1,36";"0,00";"0,00";"0,00";"0,00";"0,00";"202002";"26/03/2020 09:14:21"
"SITO - SISTEMA INTEGRADO DE TRATAMENTO ODONTOLÓGICO LTDA (402095)";"Odontológica";"Pequeno";"10";"13";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202002";"26/03/2020 09:14:21"
"SITTO - SISTEMA INTEGRADO DE TRATAMENTO ODONTOLÓGICO (416266)";"Odontológica";"Pequeno";"10";"13";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202002";"26/03/2020 09:14:21"
"SMART DENTAL ODONTOLOGIA EIRELI - ME (420298)";"Odontológica";"Pequeno";"10";"13";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202002";"26/03/2020 09:14:21"
"SOCIODONTO PLANO DE ASSISTÊNCIA ODONTOLÓGICA LTDA (416410)";"Odontológica";"Pequeno";"10";"13";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202002";"26/03/2020 09:14:21"
"SOLIMEO ASSISTÊNCIA ODONTOLÓGICA LTDA. (415871)";"Odontológica";"Pequeno";"10";"13";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202002";"26/03/2020 09:14:21"
"SOPREVI SERVIÇO ODONTOLÓGICO PREVENTIVO INTEGRADO LTDA (403245)";"Odontológica";"Pequeno";"10";"13";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202002";"26/03/2020 09:14:21"
"SORRIDEN CONVÊNIOS ODONTOLÓGICOS S.A. (419524)";"Odontológica";"Médio";"11";"10";"   0,28";"   0,29";"   0,59";"   0,60";"   0,30";"0,00";"0,00";"   0,32";"   0,32";"   0,33";"0,00";"0,00";"202002";"26/03/2020 09:14:21"
"SUL AMÉRICA ODONTOLÓGICO S/A (417815)";"Odontológica";"Grande";"8";"5";"   0,26";"   0,46";"   0,48";"   0,42";"   0,32";"   0,30";"   0,37";"   0,33";"   0,26";"   0,22";"   0,10";"   0,20";"202002";"26/03/2020 09:14:21"
"TOP DOCTOR'S ODONTOLOGIA LTDA (416193)";"Odontológica";"Pequeno";"10";"13";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202002";"26/03/2020 09:14:21"
"TOPDONTO OPERADORA DE PLANO ODONTOLÓGICO LTDA (417114)";"Odontológica";"Pequeno";"10";"13";"0,00";"0,00";"0,00";"0,00";"   1,71";"   1,79";"   1,80";"0,00";"0,00";"0,00";"0,00";"0,00";"202002";"26/03/2020 09:14:21"
"UNIDASODONTO PLANO DE ASSISTENCIA ODONTOLOGICA LTDA. (413933)";"Odontológica";"Pequeno";"10";"13";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"   0,94";"   0,94";"   0,94";"0,00";"202002";"26/03/2020 09:14:21"
"UNIDENTAL- COOPERATIVA UNIÃO DOS DENTISTAS DO ESTADO DO CEARÁ (401072)";"Odontológica";"Pequeno";"10";"13";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202002";"26/03/2020 09:14:21"
"UNIDENTIS ASSISTENCIA ODONTOLOGICA LTDA. (413429)";"Odontológica";"Médio";"15";"17";"0,00";"0,00";"   0,13";"   0,13";"   0,13";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202002";"26/03/2020 09:14:21"
"UNIFICAÇÃO DOS DENTISTAS DE ITUVERAVA LTDA (404942)";"Odontológica";"Pequeno";"10";"13";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202002";"26/03/2020 09:14:21"
"UNIODONTO - COOPERATIVA ODONTOLOGICA DE CARUARU E REGIÃO AGRESTE DO ESTADO DE PERNAMBUCO (414891)";"Odontológica";"Pequeno";"10";"13";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202002";"26/03/2020 09:14:21"
"UNIODONTO ARAPIRACA COOPERATIVA DE TRABALHO ODONTOLÓGICO LTDA (403512)";"Odontológica";"Pequeno";"10";"13";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202002";"26/03/2020 09:14:21"
"UNIODONTO ATHENAS PAULISTA - COOPERATIVA ODONTOLÓGICA (340120)";"Odontológica";"Pequeno";"10";"13";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202002";"26/03/2020 09:14:21"
"UNIODONTO BAHIA SUL - COOPERATIVA ODONTOLOGICA DE ILHEUS RESPONSABILIDADE LTDA (383929)";"Odontológica";"Pequeno";"10";"10";"0,00";"   0,76";"   0,76";"   0,76";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202002";"26/03/2020 09:14:21"
"UNIODONTO BEBEDOURO - COOPERATIVA ODONTOLÓGICA (327093)";"Odontológica";"Pequeno";"10";"13";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202002";"26/03/2020 09:14:21"
"UNIODONTO BELÉM - COOPERATIVA DE ASSISTÊNCIA À SAÚDE ODONTOLÓGICA (368555)";"Odontológica";"Grande";"17";"16";"0,00";"   0,08";"   0,08";"   0,17";"   0,17";"   0,17";"   0,08";"   0,08";"   0,08";"   0,08";"0,00";"0,00";"202002";"26/03/2020 09:14:21"
"UNIODONTO COOP ODONT VALE TAQUARI E RIO PARDO LTDA (353752)";"Odontológica";"Pequeno";"10";"13";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202002";"26/03/2020 09:14:21"
"UNIODONTO COOPERATIVA ODONTOLÓGICA DO SERIDÓ LTDA (343919)";"Odontológica";"Pequeno";"10";"13";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202002";"26/03/2020 09:14:21"
"UNIODONTO COOPERATIVA TRABALHO ODONTOLOGICO DE PARA DE MINAS (323632)";"Odontológica";"Pequeno";"10";"13";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202002";"26/03/2020 09:14:21"
"UNIODONTO DE AMERICANA COOPERATIVA ODONTOLÓGICA (347604)";"Odontológica";"Médio";"15";"17";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"   0,21";"   0,21";"   0,21";"0,00";"202002";"26/03/2020 09:14:21"
"UNIODONTO DE ARACAJU COOP DE TRABALHO ODONTOLOGICO (349283)";"Odontológica";"Pequeno";"10";"13";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202002";"26/03/2020 09:14:21"
"UNIODONTO DE ARAÇATUBA COOPERATIVA ODONTOLOGICA (362824)";"Odontológica";"Pequeno";"10";"13";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202002";"26/03/2020 09:14:21"
"UNIODONTO DE ARARAQUARA COOPERATIVA ODONTOLÓGICA (316997)";"Odontológica";"Pequeno";"10";"13";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"   0,51";"   0,51";"   0,51";"202002";"26/03/2020 09:14:21"
"UNIODONTO DE AVARE COOPERATIVA ODONTOLÓGICA (311669)";"Odontológica";"Pequeno";"10";"13";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202002";"26/03/2020 09:14:21"
"UNIODONTO DE BOTUCATU COOPERATIVA ODONTOLOGICA (347477)";"Odontológica";"Pequeno";"10";"13";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202002";"26/03/2020 09:14:21"
"UNIODONTO DE CACAPAVA COOPERATIVA ODONTOLOGICA (347302)";"Odontológica";"Pequeno";"10";"13";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202002";"26/03/2020 09:14:21"
"UNIODONTO DE CAMPINAS COOPERATIVA ODONTOLÓGICA (350494)";"Odontológica";"Grande";"16";"18";"   0,05";"   0,03";"   0,03";"   0,03";"   0,08";"   0,08";"   0,11";"   0,05";"   0,05";"   0,03";"   0,03";"   0,08";"202002";"26/03/2020 09:14:21"
"UNIODONTO DE CAMPO GRANDE SIST. NAC. COOP. ODONT. (347183)";"Odontológica";"Pequeno";"10";"8";"0,00";"   0,95";"   0,95";"   0,96";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202002";"26/03/2020 09:14:21"
"UNIODONTO DE CAMPOS - COOPERATIVA ODONTOLOGICA (402516)";"Odontológica";"Pequeno";"10";"13";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202002";"26/03/2020 09:14:21"
"UNIODONTO DE CATANDUVA COOPERATIVA ODONTOLÓGICA (354686)";"Odontológica";"Pequeno";"10";"13";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202002";"26/03/2020 09:14:21"
"UNIODONTO DE FEIRA DE SANTANA - COOPERATIVA DE TRABALHO ODONTOLÓGICO DE FEIRA DE SANTANA RESP LIMITADA (400556)";"Odontológica";"Pequeno";"10";"13";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202002";"26/03/2020 09:14:21"
"UNIODONTO DE FERNANDOPOLIS COOPERATIVA ODONTOLOGICA (301647)";"Odontológica";"Pequeno";"10";"13";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202002";"26/03/2020 09:14:21"
"UNIODONTO DE FORTALEZA COOPERATIVA DE TRABALHO ODONTOLOGICO LTDA (335258)";"Odontológica";"Médio";"15";"14";"0,00";"   0,22";"   0,33";"   0,33";"   0,11";"0,00";"0,00";"   0,22";"   0,33";"   0,33";"   0,11";"   0,11";"202002";"26/03/2020 09:14:21"
"UNIODONTO DE JACAREÍ - COOPERATIVA ODONTOLÓGICA DE JACAREÍ (343056)";"Odontológica";"Pequeno";"10";"13";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"   0,54";"202002";"26/03/2020 09:14:21"
"UNIODONTO DE JALES - COOPERATIVA ODONTOLÓGICA (309257)";"Odontológica";"Pequeno";"10";"13";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202002";"26/03/2020 09:14:21"
"UNIODONTO DE JOÃO PESSOA COOPERATIVA ODONTOLÓGICA (361569)";"Odontológica";"Médio";"15";"16";"0,00";"   0,16";"   0,16";"   0,16";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"   0,16";"   0,16";"202002";"26/03/2020 09:14:21"
"UNIODONTO DE JUNDIAÍ COOPERATIVA ODONTOLÓGICA (347795)";"Odontológica";"Médio";"15";"17";"0,00";"0,00";"   0,31";"   0,32";"   0,32";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202002";"26/03/2020 09:14:21"
"UNIODONTO DE LIMEIRA COOPERATIVA ODONTOLÓGICA (369462)";"Odontológica";"Pequeno";"10";"13";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202002";"26/03/2020 09:14:21"
"UNIODONTO DE LINS COOPERATIVA ODONTOLOGICA (344681)";"Odontológica";"Pequeno";"10";"13";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202002";"26/03/2020 09:14:21"
"UNIODONTO DE LONDRINA COOP. ODONTOLÓGICA (350770)";"Odontológica";"Pequeno";"9";"12";"   0,55";"   0,55";"   0,55";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"   0,58";"   0,58";"202002";"26/03/2020 09:14:21"
"UNIODONTO DE MANAUS - COOPERATIVA ODONTOLÓGICA LTDA. (311391)";"Odontológica";"Médio";"14";"17";"   0,11";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202002";"26/03/2020 09:14:21"
"UNIODONTO DE MATO GROSSO COOP TRAB ODONTOLOGICO LTDA (343404)";"Odontológica";"Médio";"15";"17";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"   0,30";"202002";"26/03/2020 09:14:21"
"UNIODONTO DE MONTE ALTO COOPERATIVA ODONTOLOGICA (336238)";"Odontológica";"Pequeno";"10";"13";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202002";"26/03/2020 09:14:21"
"UNIODONTO DE NOVA IGUAÇU COOPERATIVA ODONTOLÓGICA (411701)";"Odontológica";"Pequeno";"10";"13";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202002";"26/03/2020 09:14:21"
"UNIODONTO DE PINDAMONHANGABA COOP ODONTOLOGICA (331104)";"Odontológica";"Pequeno";"10";"13";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202002";"26/03/2020 09:14:21"
"UNIODONTO DE PRESIDENTE PRUDENTE COOPERATIVA ODONTOLOGICA (336017)";"Odontológica";"Pequeno";"10";"13";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202002";"26/03/2020 09:14:21"
"UNIODONTO DE RECIFE - COOPERATIVA ODONTOLÓGICA (305740)";"Odontológica";"Pequeno";"10";"13";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"   3,02";"   3,04";"   3,04";"0,00";"0,00";"0,00";"202002";"26/03/2020 09:14:21"
"UNIODONTO DE RIO BRANCO ACRE COOPERATIVA ODONTOLÓGICA LTDA. (403997)";"Odontológica";"Pequeno";"10";"13";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202002";"26/03/2020 09:14:21"
"UNIODONTO DE RIO CLARO COOPERATIVA ODONTOLOGICA (349011)";"Odontológica";"Pequeno";"10";"13";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202002";"26/03/2020 09:14:21"
"UNIODONTO DE RONDONIA COOPERATIVA LTDA. (336025)";"Odontológica";"Pequeno";"10";"13";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202002";"26/03/2020 09:14:21"
"UNIODONTO DE RORAIMA - COOPERATIVA DE TRABALHO ODONTOLÓGICO (418242)";"Odontológica";"Pequeno";"10";"13";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202002";"26/03/2020 09:14:21"
"UNIODONTO DE SALVADOR - COOPERATIVA DE TRABALHO ODONTOLÓGICO LTDA. (310107)";"Odontológica";"Pequeno";"2";"3";"   2,18";"   2,20";"   4,44";"   2,23";"   2,23";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202002";"26/03/2020 09:14:21"
"UNIODONTO DE SAO JOSE DO RIO PARDO - COOPERATIVA ODONTOLÓGICA (378682)";"Odontológica";"Pequeno";"10";"13";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202002";"26/03/2020 09:14:21"
"UNIODONTO DE SÃO JOSÉ DOS CAMPOS COOPERATIVA DE TRABALHO ODONTOLÓGICO (313751)";"Odontológica";"Grande";"17";"19";"0,00";"0,00";"0,00";"   0,06";"   0,06";"   0,06";"   0,06";"   0,06";"   0,06";"0,00";"0,00";"   0,06";"202002";"26/03/2020 09:14:21"
"UNIODONTO DE SÃO LUIS - COOP. DOS C. D. DO ESTADO DO MARANHÃ (369616)";"Odontológica";"Pequeno";"10";"13";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202002";"26/03/2020 09:14:21"
"UNIODONTO DE SC COOPERATIVA ADMINISTRADORAS DE CONTRATOS (342203)";"Odontológica";"Médio";"12";"11";"   0,27";"   0,27";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202002";"26/03/2020 09:14:21"
"UNIODONTO DE SERTAOZINHO SP COOPERATIVA ODONTOLOGICA (373109)";"Odontológica";"Pequeno";"10";"13";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202002";"26/03/2020 09:14:21"
